input,label,word_count
the move left the group with three core divisions gaming hard rock and deluxe films which provides technical services to hollywood studios,1.0,22.0
rank now aims to concentrate on its gaming bars and hotels business including extending its hard rock brand to its casinos trials of which have been success,1.0,27.0
it also owns deluxe media which makes and distributes dvds and videos,0.0,12.0
however that business is seen as less successful,0.0,8.0
last year it made profits of 21.5m on turnover of 392.1m and experts suggest its success in moving to dvds from vhs video could make it an attractive target for private equity buyer,0.0,33.0
spokesman for the firm refused to comment on the reports but said any results from the demerger study were likely to be set out when it unveiled its results on friday,0.0,31.0
analysts predict the firm is likely to report slight drop in annual pre-tax profits to 170m from 194m last year,1.0,20.0
formed in the 1940s the firm was leading uk film producer and cinema owner for many years,0.0,17.0
it has now diversified into range of other leisure activities mainly in the uk including hotels roadside service areas and holiday centres,0.0,22.0
it now owns 34 grosvenor casinos the mecca bingo chain and more than 100 hard rock cafes in 38 countries,0.0,20.0
the number of people out of work in europe largest economy has risen for the tenth straight month as growth remains stubbornly slow,0.0,23.0
"german unemployment rose 7,000 in november to 4.464 million people or 10.8 of the workforce",0.0,15.0
the seasonally adjusted rise showed smaller rise than expected as government measures to encourage job creation began to take effect,1.0,20.0
but officials said stagnant growth was still stifling the job market,1.0,11.0
there are clear signs of revival in domestic demand said frank-juergen weise head of the federal labour agency in statement,0.0,20.0
but growth of 0.1 in the third quarter is still insufficient to deliver positive momentum to the labour market,1.0,19.0
high oil prices and the soaring euro which damages the competitiveness of exporters were also having negative effect he said,0.0,20.0
the brunt of the unemployment is still being felt in the eastern part of germany where the rate is 18.8,0.0,20.0
with unemployment stuck above million for years the government of chancellor gerhard schroeder has put job creation at the top of the agenda,1.0,23.0
controversial package of measures to shake up incentives to get back to work paid for by cutting some cherished benefits has sparked anger among some german workers,0.0,27.0
strikes in number of industries notably among the country iconic carmakers have demonstrated the displeasure as well as fears about further job losses as outsourcing takes hold,0.0,27.0
among the new initiatives are the so-called one-euro jobs which top up unemployment benefit,0.0,14.0
the scheme formal launch is january but hirings for these positions are already taking place and affecting the unemployment statistics economists said,0.0,22.0
the deterioration of the labour market does not come as surprise said isabelle kronawitter at hypovereinsbank,1.0,16.0
job creation measures probably prevented stronger increase in the seasonally adjusted numbers,1.0,12.0
the french economy picked up speed at the end of 2004 official figures show but still looks set to have fallen short of the government hopes,0.0,26.0
according to state statistics body insee growth for the three months to december was seasonally-adjusted 0.7-0.8 ahead of the 0.6 forecast,0.0,21.0
if confirmed that would be the best quarterly showing since early 2002,0.0,12.0
it leaves gdp up 2.3 for the full year but short of the 2.5 which the french government had predicted,1.0,20.0
despite the apparent shortfall in annual economic growth the good quarterly figures so-called flash estimate mark continuing trend of improving indicators for the health of the french economy,1.0,28.0
the government is reiterating 2.5 target for 2005 while the european central bank is making positive noises for the 12-nation eurozone as whole,0.0,23.0
also on friday france industrial output for december was released showing 0.7 growth,1.0,13.0
the numbers are good said david naude economist at deutsche bank,0.0,11.0
they send positive signal of rebound in output and open the way for continuation in that trend into the new year,0.0,21.0
